"Nº ONU (1)","Nome e Descrição (2)","Classe ou Subclasse de Risco (3)","Risco Subsi- diário (4)","Nº de Risco (5)","Grupo de Emb. (6)","Provisões Especiais (7)","Quant. Limitada por","","Embalagens e IBCs","","Tanques Portáteis e Contentores para Granéis",""
"","","4.2","8","38","III","223
274","1000","ZERO","P001
IBC02","","",""
"3186","LÍQUIDO SUJEITO A AUTOAQUECIMENTO, INORGÂNICO, N.E.","4.2","","30","II","274","333","ZERO","P001
IBC02","","",""
"","","4.2","","30","III","223
274","1000","ZERO","P001
IBC02","","",""
"3187","LÍQUIDO SUJEITO A AUTOAQUECIMENTO, TÓXICO, INORGÂNICO, N.E.","4.2","6.1","36","II","274","333","ZERO","P402
IBC02","","",""
"","","4.2","6.1","36","III","223
274","1000","ZERO","P001
IBC02","","",""
"3188","LÍQUIDO SUJEITO A AUTOAQUECIMENTO, CORROSIVO, INORGÂNICO, N.E.","4.2","8","38","II","274","333","ZERO","P402
IBC02","","",""
"","","4.2","8","38","III","223
274","1000","ZERO","P001
IBC02","","",""
"3189","METAL EM PÓ, SUJEITO A AUTOAQUECIMENTO, N.E.","4.2","","40","II","274","333","ZERO","P410
IBC06","B2","T3","TP33"
"","","4.2","","40","III","223
274","1000","ZERO","P002 IBC08
LP02","B3","T1","TP33"
"3190","SÓLIDO SUJEITO A AUTOAQUECIMENTO, INORGÂNICO, N.E.","4.2","","40","II","274","333","ZERO","P410
IBC06","B2","T3","TP33"
"","","4.2","","40","III","223
274","1000","ZERO","P002
IBC08 LP02","B3","T1","TP33"
"3191","SÓLIDO SUJEITO A AUTOAQUECIMENTO, TÓXICO, INORGÂNICO, N.E.","4.2","6.1","46","II","274","333","ZERO","P410
IBC05","B2","T3","TP33"
"","","4.2","6.1","46","III","223
274","1000","ZERO","P002
IBC08","B3","T1","TP33"
"3192","SÓLIDO SUJEITO A AUTOAQUECIMENTO, CORROSIVO, INORGÂNICO, N.E.","4.2","8","48","II","274","333","ZERO","P410
IBC05","B2","T3","TP33"
"","","4.2","8","48","III","223
274","1000","ZERO","P002
IBC08","B3","T1","TP33"
"3194","LÍQUIDO PIROFÓRICO, INORGÂNICO, N.E.","4.2","","333","I","274","ZERO","ZERO","P400","","",""
"3200","SÓLIDO PIROFÓRICO, INORGÂNICO, N.E.","4.2","","43","I","274","ZERO","ZERO","P404","","T21","TP7 TP33"
"3205","ALCOOLATOS DE METAL ALCALINO-TERROSO, N.E.","4.2","","40","II","183","333","ZERO","P410","","T3","TP33"
"","","","","","","274","","","IBC06","B2","",""
"","","4.2","","40","III","183
223
274","1000","ZERO","P002 IBC08
LP02","B3","T1","TP33"
"3206","ALCOOLATOS DE METAL ALCALINO, SUJEITO A AUTOAQUECIMENTO, CORROSIVOS, N.E.","4.2","8","48","II","182
274","333","ZERO","P410
IBC05","B2","T3","TP33"
"","","4.2","8","48","III","182
223
274","1000","ZERO","P002 IBC08","B3","T1","TP33"
"3208","SUBSTÂNCIA METÁLICA, QUE REAGE COM ÁGUA, N.E.","4.3","","X423","I","274","20","ZERO","P403
IBC99","","",""
"","","4.3","","423","II","274","333","500 g","P410
IBC07","B2","T3","TP33"
"","","4.3","","423","III","223
274","1000","1 kg","P410
IBC08","B4","T1","TP33"
"3209","SUBSTÂNCIA METÁLICA, QUE REAGE COM ÁGUA, SUJEITAA AUTOAQUECIMENTO, N.E.","4.3","4.2","X423","I","274","20","ZERO","P403","","",""
"","","4.3","4.2","423","II","274","333","ZERO","P410
IBC05","B2","T3","TP33"
"","","4.3","4.2","423","III","223
274","1000","ZERO","P410
IBC08","B4","T1","TP33"
"3210","CLORATOS INORGÂNICOS, SOLUÇÃO AQUOSA, N.E.","5.1","","50","II","274
351","333","1 L","P504
IBC02","","T4","TP1"
"","","5.1","","50","III","223
274","1000","5 L","P504 IBC02","","T4","TP1"
"","","","","","","351","","","","","",""
"3211","PERCLORATOS INORGÂNICOS, SOLUÇÃO AQUOSA, N.E.","5.1","","50","II","","333","1 L","P504
IBC02","","T4","TP1"
"","","5.1","","50","III","223","1000","5 L","P504
IBC02","","T4","TP1"
"3212","HIPOCLORITOS INORGÂNICOS, N.E.","5.1","","50","II","","333","1 kg","P002 IBC08","B2, B4","T3","TP33"
"","","","","","","274","","","","","",""
"","","","","","","349","","","","","",""
"3213","BROMATOS INORGÂNICOS, SOLUÇÃO AQUOSA, N.E.","5.1","","50","II","274
350","333","1 L","P504
IBC02","","T4","TP1"
"","","5.1","","50","III","223
274","1000","5 L","P504 IBC02","","T4","TP1"
"","","","","","","350","","","","","",""
"3214","PERMANGANATOS INORGÂNICOS, SOLIÇÃO AQUOSA, N.E.","5.1","","50","II","206
274","333","1 L","P504 IBC02","","T4","TP1"
"","","","","","","353","","","","","",""
"3215","PERSULFATOS INORGÂNICOS, N.E.","5.1","","50","III","","1000","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"3216","PERSULFATOS INORGÂNICOS, SOLUÇÃO AQUOSA, N.E.","5.1","","50","III","","1000","5 L","P504
IBC02","","T4","TP1
TP29"
"3218","NITRATOS INORGÂNICOS, SOLUÇÃO AQUOSA, N.E.","5.1","","50","II","270","333","1 L","P504
IBC02","","T4","TP1"
"","","5.1","","50","III","223
270","1000","5 L","P504
IBC02","","T4","TP1"
"3219","NITRITOS INORGÂNICOS, SOLUÇÃO AQUOSA, N.E.","5.1","","50","II","103","333","1 L","P504","","T4","TP1"
"","","","","","","274","","","IBC01","","",""
"","","5.1","","50","III","103
223","1000","5 L","P504 IBC02","","T4","TP1"
"","","","","","","274","","","","","",""
"3220","PENTAFLUORETANO (GÁS REFRIGERANTE R 125)","2.2","","20","","","1000","120 ml","P200","","T50",""
"3221","LÍQUIDO AUTORREAGENTE, TIPO B","4.1","","40","","181
274","20","25 ml","P520","PP21","",""
"3222","SÓLIDO AUTORREAGENTE, TIPO B","4.1","","40","","181
274","20","100 g","P520","PP21","",""
"3223","LÍQUIDO AUTORREAGENTE, TIPO C","4.1","","40","","274","20","25 ml","P520","PP21","",""
"3224","SÓLIDO AUTORREAGENTE, TIPO C","4.1","","40","","274","20","100 g","P520","PP21","",""
"3225","LÍQUIDO AUTORREAGENTE, TIPO D","4.1","","40","","274","333","125 ml","P520","","",""
"3226","SÓLIDO AUTORREAGENTE, TIPO D","4.1","","40","","274","333","500 g","P520","","",""
"3227","LÍQUIDO AUTORREAGENTE, TIPO E","4.1","","40","","274","333","125 ml","P520","","",""
"3228","SÓLIDO AUTORREAGENTE, TIPO E","4.1","","40","","274","333","500 g","P520","","",""
"3229","LÍQUIDO AUTORREAGENTE, TIPO F","4.1","","40","","274","333","125 ml","P520
IBC99","","T23",""
"3230","SÓLIDO AUTORREAGENTE, TIPO F","4.1","","40","","274","333","500 g","P520
IBC99","","T23",""
"3231","LÍQUIDO AUTORREAGENTE, TIPO B, TEMPERATURA CONTROLADA","4.1","","40","","181
194
274","20","ZERO","P520","PP21","",""
"3232","SÓLIDO AUTORREAGENTE, TIPO B, TEMPERATURA CONTROLADA","4.1","","40","","181
194
274","20","ZERO","P520","PP21","",""
"3233","LÍQUIDO AUTORREAGENTE, TIPO C, TEMPERATURA CONTROLADA","4.1","","40","","194
274","20","ZERO","P520","PP21","",""
"3234","SÓLIDO AUTORREAGENTE, TIPO C, TEMPERATURA CONTROLADA","4.1","","40","","194
274","20","ZERO","P520","PP21","",""
"3235","LÍQUIDO AUTORREAGENTE, TIPO D, TEMPERATURA CONTROLADA","4.1","","40","","194
274","20","ZERO","P520","","",""
"3236","SÓLIDO AUTORREAGENTE, TIPO D, TEMPERATURA CONTROLADA","4.1","","40","","194
274","20","ZERO","P520","","",""
"3237","LÍQUIDO AUTORREAGENTE, TIPO E, TEMPERATURA CONTROLADA","4.1","","40","","194
274","20","ZERO","P520","","",""
"3238","SÓLIDO AUTORREAGENTE, TIPO E, TEMPERATURA CONTROLADA","4.1","","40","","194
274","20","ZERO","P520","","",""
"3239","LÍQUIDO AUTORREAGENTE, TIPO F, TEMPERATURA CONTROLADA","4.1","","40","","194
274","20","ZERO","P520","","T23",""
"3240","SÓLIDO AUTORREAGENTE, TIPO F, TEMPERATURA CONTROLADA","4.1","","40","","194
274","20","ZERO","P520","","T23",""
"3241","2-BROMO-2-NITROPROPANO-1,3-DIOL","4.1","","40","III","246","1000","5 kg","P520
IBC08","PP22
B3","",""
"3242","AZODICARBONAMIDA","4.1","","40","II","215","333","1 kg","P409","","T3","TP33"
"3243","SÓLIDOS CONTENDO LÍQUIDO TÓXICO, N.E.","6.1","","60","II","217
274","333","500 g","P002 IBC02","PP9","T2 BK1
BK2","TP33"
"3244","SÓLIDOS CONTENDO LÍQUIDO CORROSIVO, N.E.","8","","80","II","218
274","333","1 kg","P002 IBC05","PP9","T3 BK1
BK2","TP33"
"3245","MICROONGANISMOS GENETICAMENTE MODIFICADOS ou ORGANISMOS GENETICAMENTE MODIFICADOS","9","","90","","219","333","ZERO","P904
IBC99","","",""
"3246","CLORETO DE METANOSSULFONILA","6.1","8","668","I","354","20","ZERO","P602","","T20","TP2"
"","","","","","","","","","","","","TP37"
"3247","PEROXOBORATO DE SÓDIO, ANIDRO","5.1","","50","II","","333","1 kg","P002
IBC08","B2, B4","T3","TP33"
"3248","MEDICAMENTO, INFLAMÁVEL, TÓXICO, LÍQUIDO, N.E.","3","6.1","336","II","220
221","333","1 L","P001","","",""
"","","3","6.1","36","III","220
221
223","1000","5 L","P001","","",""
"3249","MEDICAMENTO, TÓXICO, SÓLIDO, N.E.","6.1","","60","II","221","333","500 g","P002","","T3","TP33"
"","","6.1","","60","III","221
223","333","5 kg","P002","","T1","TP33"
"3250","ÁCIDO CLORACÉTICO, FUNDIDO","6.1","8","68","II","","ZERO","ZERO","N/A","","T7","TP3
TP28"
"3251","5-MONONITRATO DE ISOSORBIDE","4.1","","40","III","132
226","1000","5 kg","P409","","",""
"3252","DIFLUORMETANO (GÁS REFRIGERANTE R 32)","2.1","","23","","","333","ZERO","P200","","T50",""
"3253","TRIOXOSSILICATO DE DISÓDIO","8","","80","III","","1000","5 kg","P002
IBC08 LP02","B3","T1","TP33"
"3254","TRIBUTILFOSFANO","4.2","","333","I","","ZERO","ZERO","P400","","T21","TP7
TP2"
"3255","HIPOCLORITO DE t-BUTILA","4.2","8","48","I","","ZERO","ZERO","P099","","",""
"3256","LÍQUIDO A TEMPERATURA ELEVADA, INFLAMÁVEL, N.E., com PFg superior a 60ºC, a temperatura igual ou superior
ao PFg","3","","30","III","274","1000","ZERO","P099
IBC01","","T3","TP3
TP29"
"3257","LÍQUIDO A TEMPERATURA ELEVADA, N.E., a 100ºC ou mais e abaixo do PFg (incluindo metais fundidos, sais fundidos,
etc)","9","","99","III","232
274","1000","ZERO","P099
IBC01","","T3","TP3
TP29"
"3258","SÓLIDO A TEMPERATURA ELEVADA, N.E. a 240ºC ou mais","9","","99","III","232","1000","ZERO","P099","","",""
"","","","","","","274","","","","","",""
"3259","AMINAS, CORROSIVAS, SÓLIDAS, N.E., ou POLIAMINAS, CORROSIVAS, SÓLIDAS, N.E.","8","","88","I","274","20","ZERO","P002
IBC07","B1","T6","TP33"
"","","8","","80","II","274","333","1 kg","P002
IBC08","B2, B4","T3","TP33"
"","","8","","80","III","223
274","1000","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"3260","SÓLIDO CORROSIVO, ÁCIDO, INORGÂNICO, N.E.","8","","88","I","274","20","ZERO","P002
IBC07","B1","T6","TP33"
"","","8","","80","II","274","333","1 kg","P002
IBC08","B2, B4","T3","TP33"
"","","8","","80","III","223
274","1000","5 kg","P002
IBC08 LP02","B3","T1","TP33"
"3261","SÓLIDO CORROSIVO, ÁCIDO, ORGÂNICO, N.E.","8","","88","I","274","20","ZERO","P002
IBC07","B1","T6","TP33"
"","","8","","80","II","274","333","1 kg","P002
IBC08","B2, B4","T3","TP33"
"","","8","","80","III","223
274","1000","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"3262","SÓLIDO CORROSIVO, BÁSICO, INORGÂNICO, N.E.","8","","88","I","274","20","ZERO","P002
IBC07","B1","T6","TP33"
"","","8","","80","II","274","333","1 kg","P002
IBC08","B2, B4","T3","TP33"
"","","8","","80","III","223
274","1000","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"3263","SÓLIDO CORROSIVO, BÁSICO, ORGÂNICO, N.E.","8","","88","I","274","20","ZERO","P002
IBC07","B1","T6","TP33"
"","","8","","80","II","274","333","1 kg","P002
IBC08","B2, B4","T3","TP33"
"","","8","","80","III","223
274","1000","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"3264","LÍQUIDO CORROSIVO, ÁCIDO, INORGÂNICO, N.E.","8","","88","I","274","20","ZERO","P001","","T14","TP2 TP27"
"","","8","","80","II","274","333","1 L","P001
IBC02","","T11","TP2
TP27"
"","","8","","80","III","223
274","1000","5 L","P001 IBC03
LP01","","T7","TP1 TP28"
"3265","LÍQUIDO CORROSIVO, ÁCIDO, ORGÂNICO, N.E.","8","","88","I","274","20","ZERO","P001","","T14","TP2 TP27"
"","","8","","80","II","274","333","1 L","P001
IBC02","","T11","TP2
TP27"
"","","8","","80","III","223
274","1000","5 L","P001
IBC03 LP01","","T7","TP1 TP28"
"3266","LÍQUIDO CORROSIVO, BÁSICO, INORGÂNICO, N.E.","8","","88","I","274","20","ZERO","P001","","T14","TP2 TP27"
"","","8","","80","II","274","333","1 L","P001
IBC02","","T11","TP2
TP27"
"","","8","","80","III","223
274","1000","5 L","P001 IBC03
LP01","","T7","TP1 TP28"
"3267","LÍQUIDO CORROSIVO, BÁSICO, ORGÂNICO, N.E.","8","","88","I","274","20","ZERO","P001","","T14","TP2 TP27"
"","","8","","80","II","274","333","1 L","P001
IBC02","","T11","TP2
TP27"
"","","8","","80","III","223
274","1000","5 L","P001 IBC03
LP01","","T7","TP1 TP28"
"3268","DISPOSITIVOS DE SEGURANÇA, acionados eletricamente (Alterado pela Resolução ANTT nº 5.581, de 22 de novembro","9","","90","","280","ILIMITADA","ZERO","P902","","",""
"","de 2017)","","","","","289","","","LP902","","",""
"3269","RESINA DE POLIÉSTER, CONJUNTO material a base líquida","3","","33","II","236","333","5 L","P302","","",""
"","","3","","30","III","236","1000","5 L","P302","","",""
"3270","FILTROS DE MEMBRANA DE NITROCELULOSE, com até 12,6% de nitrogênio, massa seca","4.1","","40","II","237
286","333","1 kg","P411","","",""
"3271","ÉTERES, N.E.","3","","33","II","274","333","1 L","P001 IBC02","","T7","TP1 TP8
TP28"
"","","3","","30","III","223
274","1000","5 L","P001 IBC03
LP01","","T4","TP1 TP29"
"3272","ÉSTERES, N.E.","3","","33","II","274","333","1 L","P001 IBC02","","T7","TP1 TP8
TP28"
"","","3","","30","III","223
274","1000","5 L","P001
IBC03 LP01","","T4","TP1 TP29"
"3273","NITRILAS, INFLAMÁVEIS, TÓXICAS, N.E.","3","6.1","336","I","274","20","ZERO","P001","","T14","TP2
TP27"
"","","3","6.1","336","II","274","333","1 L","P001 IBC02","","T11","TP2
TP27"
"3274","ALCOOLATOS SOLUÇÃO alcoólica, N.E.","3","8","338","II","274","333","1 L","P001
IBC02","","",""
"3275","NITRILAS, TÓXICAS, INFLAMÁVEIS, N.E.","6.1","3","663","I","274
315","20","ZERO","P001","","T14","TP2
TP27"
"","","6.1","3","63","II","274","333","100 ml","P001 IBC02","","T11","TP2
TP27"
"3276","NITRILAS, TÓXICAS, LÍQUIDAS, N.E.","6.1","","66","I","274
315","20","ZERO","P001","","T14","TP2
TP27"
"","","6.1","","60","II","274","333","100 ml","P001
IBC02","","T11","TP2
TP27"
"","","6.1","","60","III","223
274","333","5 L","P001
IBC03 LP01","","T7","TP1 TP28"
"3277","CLOROFORMIATOS, TÓXICOS, CORROSIVOS, N.E.","6.1","8","68","II","274","333","100 ml","P001 IBC02","","T8","TP2
TP28"
"3278","COMPOSTO ORGANOFOSFORADO, TÓXICO, LÍQUIDO, N.E.","6.1","","66","I","43
274
315","20","ZERO","P001","","T14","TP2
TP27"
"","","","","","","","","","","","",""
"","","6.1","","60","II","43
274","333","100 ml","P001
IBC02","","T11","TP2
TP27"
"","","6.1","","60","III","43
223
274","333","5 L","P001
IBC03 LP01","","T7","TP1 TP28"
"3279","COMPOSTO ORGANOFOSFORADO, TÓXICO, INFLAMÁVEL, N.E.","6.1","3","663","I","43
274
315","20","ZERO","P001","","T14","TP2
TP27"
"","","6.1","3","63","II","43
274","333","100 ml","P001","","T11","TP2
TP27"
"3280","ARSÊNIO, COMPOSTO ORGÂNICO, LÍQUIDO, N.E.","6.1","","66","I","274
315","20","ZERO","P001","","T14","TP2
TP27"
"","","6.1","","60","II","274","333","100 ml","P001
IBC02","","T11","TP2
TP27"
"","","6.1","","60","III","223
274","333","5 L","P001 IBC03
LP01","","T7","TP1 TP28"
"3281","METAL CARBONILAS, LÍQUIDAS, N.E.","6.1","","66","I","274
315","20","ZERO","P601","","T14","TP2
TP27"
"","","6.1","","60","II","274","333","100 ml","P001
IBC02","","T11","TP2
TP27"
"","","6.1","","60","III","223
274","333","5 L","P001
IBC03 LP01","","T7","TP1 TP28"
"3282","COMPOSTO ORGANOMETÁLICO, TÓXICO, LÍQUIDO, N.E.","6.1","","66","I","274","20","ZERO","P001","","T14","TP2
TP27"
"","","6.1","","60","II","274","333","100 ml","P001
IBC02","","T11","TP2
TP27"
"","","6.1","","60","III","223
274","333","5 L","P001
IBC03 LP01","","T7","TP1 TP28"
"3283","SELÊNIO, COMPOSTO, SÓLIDO, N.E.","6.1","","66","I","274","20","ZERO","P002
IBC07","B1","T6","TP33"
"","","6.1","","60","II","274","333","500 g","P002
IBC08","B2, B4","T3","TP33"
"","","6.1","","60","III","223
274","333","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"3284","TELÚRIO, COMPOSTO, N.E.","6.1","","66","I","274","20","ZERO","P002
IBC07","B1","T6","TP33"
"","","6.1","","60","II","274","333","500 g","P002","","T3","TP33"
"","","","","","","","","","IBC08","B2, B4","",""
"","","6.1","","60","III","223
274","333","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"3285","VANÁDIO, COMPOSTO, N.E.","6.1","","66","I","274","20","ZERO","P002
IBC07","B1","T6","TP33"
"","","6.1","","60","II","274","333","500 g","P002
IBC08","B2, B4","T3","TP33"
"","","6.1","","60","III","223
274","333","5 kg","P002
IBC08 LP02","B3","T1","TP33"
"3286","LÍQUIDO INFLAMÁVEL, TÓXICO, CORROSIVO, N.E.","3","6.1
8","368","I","274","20","ZERO","P001","","T14","TP2
TP27"
"","","3","6.1
8","368","II","274","333","1 L","P001 IBC99","","T11","TP2
TP27"
"3287","LÍQUIDO TÓXICO, INORGÂNICO, N.E.","6.1","","66","I","274
315","20","ZERO","P001","","T14","TP2
|TP27"
"","","6.1","","60","II","274","333","100 ml","P001
IBC02","","T11","TP2
TP27"
"","","6.1","","60","III","223
274","333","5 L","P001 IBC03
LP01","","T7","TP1 TP28"
"3288","SÓLIDO TÓXICO, INORGÂNICO, N.E.","6.1","","66","I","274","20","ZERO","P002
IBC99","","T6","TP33"
"","","6.1","","60","II","274","333","500 g","P002
IBC08","B2, B4","T3","TP33"
"","","6.1","","60","III","223
274","333","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"3289","LÍQUIDO TÓXICO, CORROSIVO, INORGÂNICO, N.E.","6.1","8","668","I","274
315","20","ZERO","P001","","T14","TP2
TP27"
"","","6.1","8","68","II","274","333","100 ml","P001
IBC02","","T11","TP2
TP27"
"3290","SÓLIDO TÓXICO, CORROSIVO, INORGÂNICO, N.E.","6.1","8","668","I","274","20","ZERO","P002
IBC99","","T6","TP33"
"","","6.1","8","68","II","274","333","500 g","P002
IBC06","B2","T3","TP33"
"3291","RESÍDUOS  CLÍNICOS  INESPECÍFICOS,   N.E.,   ou   RESÍDUOS  (BIO)   MÉDICOS,   N.E.,  ou   RESÍDUOS  MÉDICOS REGULAMENTADOS, N.E.","6.2","","606","II","","333","ZERO","P621 IBC620
LP621","","BK2",""
"3292","BATERIAS, CONTENDO SÓDIO, ou PILHAS, CONTENDO SÓDIO","4.3","","423","","239","333","ZERO","P408","","",""
"3293","HIDRAZINA, SOLUÇÃO AQUOSA com até 37% de hidrazina, em massa","6.1","","60","III","","333","5 L","P001
IBC03","","T4","TP1"
"","","","","","","223","","","LP01","","",""
"3294","CIANETO DE HIDROGÊNIO, SOLUÇÃO ALCOÓLICA, com até 45% de cianeto de hidrogênio","6.1","3","663","I","","ZERO","ZERO","P601","","T14","TP2"
"3295","HIDROCARBONETO(S), LÍQUIDO(S), N.E.","3","","33","I","","20","500 ml","P001","","T11","TP1 TP8 TP28"
"","","3","","33","II","","333","1 L","P001 IBC02","","T7","TP1 TP8
TP28"
"","","3","","30","III","223","1000","5 L","P001 IBC03
LP01","","T4","TP1 TP29"
"3296","HEPTAFLUORPROPANO (GÁS REFRIGERANTE R 227)","2.2","","20","","","1000","120 ml","P200","","T50",""
"3297","MISTURA DE ÓXIDO DE ETILENO E CLOROTETRAFLUORETANO com até 8,8% de óxido de etileno","2.2","","20","","","1000","120 ml","P200","","T50",""
"3298","MISTURA DE ÓXIDO DE ETILENO E PENTAFLUORETANO com até 7,9% de óxido de etileno","2.2","","20","","","1000","120 ml","P200","","T50",""
"3299","MISTURA DE ÓXIDO DE ETILENO E TETRAFLUORETANO com até 5,6% de óxido de etileno","2.2","","20","","","1000","120 ml","P200","","T50",""
"3300","MISTURA DE ÓXIDO DE ETILENO E DIÓXIDO DE CARBONO com mais de 87% de óxido de etileno","2.3","2.1","263","","","20","ZERO","P200","","",""
"3301","LÍQUIDO CORROSIVO, SUJEITO A AUTOAQUECIMENTO, N.E.","8","4.2","884","I","274","20","ZERO","P001","","",""
"","","8","4.2","84","II","274","333","ZERO","P001","","",""
"3302","ACRILATO DE 2-DIMETILAMINOETILA","6.1","","60","II","","333","100 ml","P001
IBC02","","T7","TP2"
"3303","GÁS TÓXICO, OXIDANTE, COMPRIMIDO, N.E.","2.3","5.1","265","","274","20","ZERO","P200","","",""
"3304","GÁS TÓXICO, CORROSIVO, COMPRIMIDO, N.E.","2.3","8","268","","274","20","ZERO","P200","","",""
"3305","GÁS TÓXICO, INFLAMÁVEL, CORROSIVO, COMPRIMIDO, N.E.","2.3","2.1
8","263","","274","20","ZERO","P200","","",""
"3306","GÁS TÓXICO, OXIDANTE, CORROSIVO, COMPRIMIDO, N.E.","2.3","5.1
8","265","","274","20","ZERO","P200","","",""
"3307","GÁS TÓXICO, OXIDANTE, LIQUEFEITO, N.E.","2.3","5.1","265","","274","20","ZERO","P200","","",""
"3308","GÁS TÓXICO, CORROSIVO, LIQUEFEITO, N.E.","2.3","8","268","","274","20","ZERO","P200","","",""
"3309","GÁS TÓXICO, INFLAMÁVEL, CORROSIVO, LIQUEFEITO, N.E.","2.3","2.1
8","263","","274","20","ZERO","P200","","",""
"3310","GÁS TÓXICO, OXIDANTE, CORROSIVO, LIQUEFEITO, N.E.","2.3","5.1
8","265","","274","20","ZERO","P200","","",""
"3311","GÁS OXIDANTE, LÍQUIDO REFRIGERADO, N.E.","2.2","5.1","225","","274","1000","ZERO","P203","","T75","TP5
TP22"
"3312","GÁS INFLAMÁVEL, LÍQUIDO REFRIGERADO, N.E.","2.1","","223","","274","333","ZERO","P203","","T75","TP5"
"3313","PIGMENTOS ORGÂNICOS, SUJEITOS A AUTOAQUECIMENTO","4.2","","40","II","","333","ZERO","P002
IBC08","B2, B4","T3","TP33"
"","","4.2","","40","III","223","1000","ZERO","P002
IBC08 LP02","B3","T1","TP33"
"3314","COMPOSTO  PLÁSTICO  PARA  MOLDAGEM,  sob  forma  de  pasta,  folha  ou  corda  extrudada,  que  desprende  vapor
inflamável","9","","90","III","207","1000","5 kg","P002
IBC08","PP14
B3, B6","",""
"3315","AMOSTRA QUÍMICA, TÓXICA","6.1","","66","I","250","20","ZERO","P099","","",""
"3316","ESTOJO QUÍMICO ou ESTOJO DE PRIMEIROS SOCORROS","9","","90","II","251","VER PE251","ZERO","P901","","",""
"","","9","","90","III","251","VER PE251","ZERO","P901","","",""
"3317","2-AMINO-4,6 - DINITIROFENOL, UMEDECIDO com no mínimo, 20% de água, em massa","4.1","","40","I","28","20","ZERO","P406","PP26","",""
"3318","AMÔNIA, SOLUÇÃO aquosa, com densidade relativa inferior a 0,880 a 15ºC, com mais de 50% de amônia","2.3","8","268","","23","20","ZERO","P200","","T50",""
